country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Dominica,DMA,2008,,6446.663832,,9.74,0.98,0.03,7.38,1.36,2.710004399,0.933407112,38.62351735
Denmark,DNK,2008,87996.82031,64322.06664,78.44634146,10.7,4.51,0.06,1.66,4.47,2.710325575,0.871072293,105.6912461
Dominican Republic,DOM,2008,25283.6582,5011.037937,72.29,6.12,3.03,0.06,2.87,0.15,2.184447564,0.853948159,15.35871645
Algeria,DZA,2008,46686.65234,4905.254866,74.032,0.46,0.2,0,0.02,0.23,0.717798984,0.464909059,3.208726462
Ecuador,ECU,2008,21362.34766,4274.952065,74.678,3.76,2.39,0.01,1.31,0.04,2.577849514,0.754649502,35.84121016
"Egypt, Arab Rep.",EGY,2008,31003.52734,2011.246154,69.98,0.24,0.12,0,0.06,0.05,0.690482975,0.460117486,2.544167136
Eritrea,ERI,2008,3157.100098,326.0825642,60.94,0.49,0.33,0.16,0,0,2.11033442,0.928485929,26.95280409
Spain,ESP,2008,76441.09375,35579.30993,81.17560976,10.24,4.92,0.21,2.88,2.23,1.316130508,0.438687066,6.285406179
Estonia,EST,2008,52522.46875,18094.54805,73.77073171,16.99,6.02,2.13,7.3,1.54,4.814134134,4.099499532,180.2742733
Ethiopia,ETH,2008,2122.868896,325.3825543,59.58,1.13,0.34,0.73,0.06,0,3.233916227,0.761925312,28.60388619
Finland,FIN,2008,88767.54688,53401.31487,79.56829268,10.26,4.62,1.28,2.69,1.67,4.694263924,1.43192254,102.3287197
Fiji,FJI,2008,20742.52734,4177.657789,68.909,1.95,1.35,0,0.58,0.02,1.041312361,0.564214294,2.63028727
France,FRA,2008,88710.28125,45413.06642,81.21463415,11.9,2.2,0.2,2.8,6.7,2.299376249,0.819870369,44.22910636
"Micronesia, Fed. Sts.",FSM,2008,,2516.018683,68.375,1.97,1.03,0,0.76,0.18,1.248504676,0.565079948,11.20621666
Gabon,GAB,2008,62607.47266,10094.02746,61.597,8.75,6.24,0.02,1.55,0.94,1.977216759,1.105348894,20.34069115
United Kingdom,GBR,2008,77669.57813,46767.59222,79.6,11.47,4.22,0.83,2.28,4.13,2.015680552,0.785613791,15.94516168
Georgia,GEO,2008,13724.3916,3174.949001,72.673,7.17,1.15,0,2.04,3.98,2.550039448,0.831202677,8.197987299
Ghana,GHA,2008,6552.035156,1224.401554,60.128,1.78,0.48,1.04,0.11,0.15,1.249494898,1.112273425,15.05113257
Guinea,GIN,2008,3529.829102,674.5971068,55.521,0.21,0.17,0,0.01,0.03,1.192846603,1.057984081,13.75154594
"Gambia, The",GMB,2008,5433.166992,607.9479735,58.991,2.79,0.18,2.57,0.01,0.04,1.158928335,1.060399967,12.37563532
Guinea-Bissau,GNB,2008,3557.550049,583.5445622,54.333,2.64,0.31,1.25,0.54,0.54,1.335571108,1.093082824,19.7193103
Equatorial Guinea,GNQ,2008,120076.7813,22742.38159,55.19,8.34,4.03,0,0,4.31,1.979567441,1.07236241,19.25565807
Greece,GRC,2008,73309.21875,31997.28201,79.93902439,9.51,2.42,0.14,2.23,4.72,1.59161686,0.597835509,2.323320511
Grenada,GRD,2008,,7947.444327,72.142,8.92,3.86,0.31,4.26,0.49,2.619485282,0.844263371,30.45171298
Guatemala,GTM,2008,18153.67578,2794.221809,70.76,2.21,0.94,0.01,1.24,0.03,4.67958826,1.034124846,158.4098177
Guyana,GUY,2008,16474.79883,2576.124957,65.836,7.32,1.55,0.03,5.71,0.02,2.683342522,1.001105695,39.11944712
Honduras,HND,2008,10739.63379,1751.595857,72.093,3.14,1.33,0,1.78,0.03,2.551502394,0.684061394,51.15855663
Croatia,HRV,2008,54446.74609,15893.86056,75.91219512,12.06,5.01,0.41,1.24,5.4,2.461452969,1.266068284,44.61328812
Haiti,HTI,2008,4605.295898,674.7564147,60.448,5.95,0.01,0,5.93,0.01,2.496577189,0.902281407,33.61530634
Hungary,HUN,2008,60606.61328,15739.73541,73.70243902,11.64,4.28,0,4.11,3.25,2.576429427,1.315708157,40.17410771
Indonesia,IDN,2008,17584.87891,2300.370675,67.775,0.07,0.06,0,0.01,0,0.664457761,0.446479899,4.148221837
India,IND,2008,10080.45313,991.4846304,65.802,1.93,0.14,0,1.79,0,2.228776334,0.454182621,24.32785308
Ireland,IRL,2008,100631.7969,61257.89572,80.09512195,12.66,6.31,1.05,2.5,2.8,2.867745637,1.203947792,19.11246585
"Iran, Islamic Rep.",IRN,2008,55616.48047,5574.410436,73.044,0.02,0,0,0.02,0,0.608947075,0.323791053,2.170967
Iraq,IRQ,2008,52821.19141,4521.03247,68.177,0.17,0.13,0,0.03,0,0.740805125,0.490960175,6.878044184
Iceland,ISL,2008,76184.63281,55575.29196,81.6097561,8.49,4.65,0.22,1.2,2.42,1.756210764,0.616715036,18.21766029
Israel,ISR,2008,70825.96094,29531.57216,80.95121951,2.47,1.02,0.05,1.19,0.21,0.822606927,0.319160511,8.599013617
Italy,ITA,2008,95678.625,40640.18386,81.48536585,7.96,1.71,0,0.84,5.41,0.66830775,0.283992798,4.206033816
Jamaica,JAM,2008,20125.23633,4902.512038,74.334,3.51,1.63,0.31,1.43,0.14,1.897981051,0.829375174,4.411155394
Jordan,JOR,2008,42442.27734,3385.609665,73.087,0.61,0.19,0.01,0.4,0.01,0.698992812,0.460260215,3.226440645
Japan,JPN,2008,71843.91406,39339.29757,82.58756098,7.11,1.48,1.82,3.55,0.26,0.821523852,0.271466879,3.033751232
Kazakhstan,KAZ,2008,37805.85938,8513.564645,67.02195122,7.6,2.88,0,4.45,0.27,3.874691359,1.088720652,55.78850268
Kenya,KEN,2008,7078.381836,916.8992515,60.275,1.71,1.05,0.2,0.44,0.02,1.371659403,0.842390726,14.92051056
Kyrgyz Republic,KGZ,2008,6800.753906,966.3936272,68.45121951,2.53,0.64,0.01,1.79,0.09,4.384840648,1.206555598,106.2971812
Cambodia,KHM,2008,4477.883789,745.7877873,65.391,2.24,0.95,0,1.27,0.02,1.2062332,0.521651922,20.3782632
Kiribati,KIR,2008,,1413.30234,65.146,0.46,0.42,0,0.02,0.02,1.073401805,0.582107806,6.815617068
St. Kitts and Nevis,KNA,2008,,14681.36684,,10.07,3.81,0.25,5.16,0.85,,,
"Korea, Rep.",KOR,2008,57911.09375,20430.63946,79.51707317,9.31,2.43,6.37,0.33,0.18,3.232184088,1.065094583,18.25626998
Kuwait,KWT,2008,182766.625,55571.99806,73.764,0.03,0.02,0,0.01,0,0.718840979,0.472621285,2.542662184
Lao PDR,LAO,2008,7304.358887,899.4950787,63.402,5.1,2.02,0,3.08,0,1.149662324,0.522061248,17.77238808
Lebanon,LBN,2008,45165.86328,7109.466413,77.881,1.67,0.39,0.02,0.85,0.42,0.738311712,0.629699043,2.001537172
Liberia,LBR,2008,2225.083008,232.061732,58.167,3.88,0.34,0,3.54,0.01,1.195883456,1.052176267,14.81617679
Libya,LBY,2008,94371.66406,14396.04865,71.681,0.01,0,0,0.01,0,0.720029563,0.460880317,3.459810784
St. Lucia,LCA,2008,25653.31641,7577.209593,74.02,12.09,3.49,0.86,6.45,1.28,2.504141261,0.952899857,30.80266251
Sri Lanka,LKA,2008,19556.84766,2041.219053,74.207,2.1,0.2,0.04,1.86,0,1.100163472,0.517402285,14.383979
Lesotho,LSO,2008,8104.814941,935.3941391,49.112,2.75,1.35,0.83,0.56,0.01,2.239831277,0.997310767,30.96248091
Lithuania,LTU,2008,52651.44141,14961.56818,71.81219512,13.3,5.4,1.5,5.5,0.9,4.186284583,3.536389703,138.9407643
Luxembourg,LUX,2008,223230.6406,114293.8433,80.53902439,11.53,4.17,0,2.44,4.92,2.054613712,0.720811922,33.14677666
Latvia,LVA,2008,43864.67969,16348.53121,72.4195122,11.84,4.12,0.79,5.8,1.13,4.133318626,3.520336116,121.4834185
Morocco,MAR,2008,19418.43555,2884.94776,73.097,0.51,0.24,0,0.1,0.17,0.640892604,0.297327112,3.225675024
Moldova,MDA,2008,9531.180664,1695.972811,68.671,9.07,2.22,0.3,3.8,2.75,3.356182498,3.297129122,107.7987983
Madagascar,MDG,2008,3190.644043,470.733254,62.509,0.68,0.37,0,0.14,0.17,1.987622574,0.892259343,18.93762335
Maldives,MDV,2008,24112.89648,6583.451252,75.648,1.76,0.54,0,0.86,0.37,0.870515304,0.51768255,3.371203085
Mexico,MEX,2008,39046.58984,9689.052887,75.802,5.36,4.09,0.05,1.1,0.12,2.737212195,0.49154826,40.3609222
"Macedonia, FYR",MKD,2008,37282.01563,4793.292959,74.305,1.72,0.88,0,0.49,0.35,1.974936619,1.269881099,8.648515401
Mali,MLI,2008,6362.329102,689.6784228,54.193,0.57,0.07,0.48,0.02,0,1.167046394,1.045221117,10.57850533
Malta,MLT,2008,72393.65625,21928.70067,79.63658537,7.14,2.66,0.32,1.44,2.72,1.533585273,0.581625191,4.261897773
Myanmar,MMR,2008,6609.349121,643.9513703,64.501,0.3,0.12,0,0.17,0,1.147874859,0.53240025,19.16947615
Montenegro,MNE,2008,43478.68359,7367.751909,74.462,6.17,0.7,0.16,2.37,2.93,2.062961629,1.19386836,15.73711925
Mongolia,MNG,2008,18666.46094,2139.625631,66.449,4.26,0.9,0,3.14,0.22,5.25766479,1.395747447,163.313219
Mozambique,MOZ,2008,2426.759033,503.1277109,53.459,1.48,0.59,0.03,0.76,0.11,2.109200781,0.884970725,22.97923355
Mauritania,MRT,2008,12909.50586,1167.535733,61.461,0.02,0,0,0.01,0,1.173338038,1.056627122,10.30705814
Mauritius,MUS,2008,36252.15625,8030.063005,72.57073171,2.49,1.57,0,0.56,0.35,1.607230483,0.545951142,44.29841711
Malawi,MWI,2008,2472.708008,372.842678,54.177,1.27,0.14,0.83,0.15,0.15,2.123314705,0.890906771,24.73596025
Malaysia,MYS,2008,50865.18359,8513.629541,73.852,0.47,0.37,0,0.1,0.01,0.897639751,0.316848585,18.20086645
Namibia,NAM,2008,29745.17773,4029.065061,55.697,6.28,5.94,0.26,0.04,0.03,2.339977668,0.988098906,27.96236338
Niger,NER,2008,2091.718018,354.8185998,55.35,0.12,0.05,0.01,0.05,0.01,1.161179322,1.041073859,11.80357277
Nigeria,NGA,2008,15965.60547,1383.893354,49.887,9.3,0.64,8.57,0.03,0.06,1.191951308,1.04511743,12.91119173
Nicaragua,NIC,2008,10394.27441,1518.805386,73.028,3.64,1.38,0,2.24,0.02,3.228467129,0.663757644,68.88286548
Netherlands,NLD,2008,88565.63281,56928.82048,80.25121951,9.62,4.75,0,1.58,3.29,1.037790577,0.453493591,13.53839802
Norway,NOR,2008,121386.6406,97007.94189,80.59268293,6.75,3.06,0.13,1.33,2.23,2.466368861,0.879403118,39.85826844
Nepal,NPL,2008,3649.416016,473.8444409,67.036,0.21,0.08,0,0.12,0,2.043944709,0.927821689,14.59777979
Nauru,NRU,2008,,3914.956935,,0.95,0.94,0,0,0.01,,,
New Zealand,NZL,2008,62893.48047,31287.77865,80.35121951,9.49,4.03,1.13,1.25,3.08,2.267286387,1.131772017,9.359694094
Oman,OMN,2008,131131.2344,22075.03536,75.188,0.57,0.23,0,0.32,0.02,0.699192323,0.461829268,2.688775943
Pakistan,PAK,2008,13407.39453,1039.312088,64.565,0.03,0,0,0.03,0,2.129247024,0.914856078,11.38861719
Panama,PAN,2008,34134.19141,6973.92804,76.46,6.74,4.61,0.02,1.87,0.23,1.987024645,0.664640728,6.233073529
Peru,PER,2008,17874.02148,4208.878011,73.258,4.85,2.73,0,1.68,0.44,2.045313165,0.718664329,13.55815074
Philippines,PHL,2008,13743.31836,1919.466195,68.105,4.21,1.24,0.01,2.95,0.02,1.124312646,0.520645905,16.94925939
Papua New Guinea,PNG,2008,4424.499023,1719.516327,64.247,0.81,0.76,0,0.03,0.02,1.176360685,0.557795681,9.981215384
Poland,POL,2008,47403.78906,14001.44688,75.54390244,11.4,6.1,0,4.1,1.2,2.793261703,1.03484256,89.91716844
"Korea, Dem. People’s Rep.",PRK,2008,2820.156006,,68.886,3.16,0.14,0,3.02,0,1.541241435,0.53314443,11.35973561
Portugal,PRT,2008,56308.78906,24815.60884,78.52439024,12.35,3.56,0.49,1.01,7.29,1.966438173,0.376352733,16.45275465
Paraguay,PRY,2008,15597.16113,3059.992184,71.887,6.14,2.4,0.08,1.92,1.74,3.425851107,1.200703843,30.35223233
Qatar,QAT,2008,168530.7344,82967.37228,77.049,1.37,0.36,0.01,0.74,0.27,0.73923674,0.467748325,4.131036775
Romania,ROU,2008,43854.17969,10136.47356,72.56585366,11.9,5.5,0,2.9,3.5,1.95374151,1.163057996,29.69611257
Russian Federation,RUS,2008,47578.13281,11635.26037,67.94926829,12.04,4.64,0,6.14,1.26,6.703416814,3.897400614,219.0745626
Rwanda,RWA,2008,2545.770996,500.6687264,60.565,6.39,0.58,5.78,0.03,0,3.6113502,0.857076818,22.62212427
Saudi Arabia,SAU,2008,142274.3438,20037.83234,73.331,0.09,0,0,0.08,0,0.660602835,0.447462686,2.924226451
Sudan,SDN,2008,17926.3125,1291.528826,61.749,2.01,0.12,1.62,0.26,0,0.72533975,0.450700937,5.207022096
Senegal,SEN,2008,7973.212891,1101.202117,62.755,0.28,0.18,0,0.03,0.07,1.252984431,1.051858139,14.28090759
Singapore,SGP,2008,126250.6328,39721.04818,80.7902439,1.7,1.22,0.03,0.22,0.23,0.668923716,0.291173513,1.82911552
Solomon Islands,SLB,2008,4386.14502,1205.791067,67.641,1.09,0.97,0.05,0.04,0.02,1.164980286,0.555966811,10.575
Sierra Leone,SLE,2008,3449.750977,406.3759178,46.432,3.91,0.19,3.69,0.02,0.02,1.233448556,1.099322704,16.82130071
El Salvador,SLV,2008,19237.9043,3507.347674,71.291,2.68,1.04,0,1.6,0.03,5.207758657,0.820165251,176.7248457
Somalia,SOM,2008,2177.465088,,53.323,0,0,0,0,0,1.944164949,0.905095281,21.32360365
Serbia,SRB,2008,27411.88086,6701.773913,73.88536585,9.54,3.47,0.21,2.12,3.74,2.344306789,1.207740137,30.89303444
Sao Tome and Principe,STP,2008,9442.071289,1126.462102,65.5,4.36,0.94,0,0.7,2.71,1.390272154,1.033628614,16.02958756
Suriname,SUR,2008,39655.59375,6858.163158,69.749,4.94,1.91,0.15,2.63,0.25,2.431250895,0.852988594,27.67511789
Slovak Republic,SVK,2008,56054.65234,18650.35912,74.70487805,11.37,3.79,0.5,5.54,1.54,3.068061025,1.2845554,22.93916855
Slovenia,SVN,2008,63460.30859,27501.81027,78.76585366,10.94,5.16,0,1.2,4.58,2.652949474,1.340628871,48.68444078
Sweden,SWE,2008,87150.75781,55746.84238,81.1,6.9,2.6,0.1,1.1,3.1,2.702786427,0.827899269,33.17057452
Swaziland,SWZ,2008,32023.69141,2842.43853,48.969,4.87,1.48,3.35,0.02,0.02,2.35432897,1.006134794,32.63238174
Seychelles,SYC,2008,,11122.86207,73.16341463,6.33,4.54,0,0.33,1.46,1.157057379,0.51506528,15.36358174
Syrian Arab Republic,SYR,2008,24683.41406,,73.648,0.8,0.08,0,0.5,0.22,0.585688213,0.457519225,2.692509483
Chad,TCD,2008,4997.937988,929.7702391,49.182,0.45,0.3,0.13,0.02,0,1.24222768,1.054929234,14.37188145
Togo,TGO,2008,2635.450928,513.391914,56.174,1.33,0.67,0.29,0.05,0.33,1.30622956,1.05885542,17.45253534
Thailand,THA,2008,22063.94531,4378.687406,73.279,5.92,1.89,0.01,3.99,0.02,1.227319877,0.438908355,26.43639638
Tajikistan,TJK,2008,6000.462891,706.0914128,68.902,0.32,0.04,0,0.27,0.01,2.817403378,0.851304473,26.15976181
Turkmenistan,TKM,2008,20691.8125,3904.467675,66.031,2.4,0.22,0,1.24,0.95,3.193102045,0.911060451,28.34640767
Timor-Leste,TLS,2008,6886.11084,611.7759685,66.472,0.06,0.01,0,0.01,0.04,0.983001128,0.511138444,11.68848968
Tonga,TON,2008,12831.74023,3392.887992,71.906,1.1,0.62,0,0.36,0.11,1.13556041,0.566577212,6.498951302
Trinidad and Tobago,TTO,2008,65921.125,21188.11857,69.384,6.41,3.27,0.11,2.88,0.15,2.269762577,0.84144605,17.43903029
Tunisia,TUN,2008,32056.20117,4310.093026,74.595,1.37,0.94,0,0.05,0.38,0.701336671,0.464695207,2.608458091
Turkey,TUR,2008,59546.98438,10850.87039,73.549,1.39,0.85,0,0.46,0.08,0.951641336,0.749196194,1.980454699
Tuvalu,TUV,2008,,2929.42164,,1.05,0.11,0,0.78,0.16,,,
Tanzania,TZA,2008,4398.335938,651.2624387,59.156,3.44,0.76,2.49,0.18,0.01,2.117680796,0.930049936,24.73339297
Uganda,UGA,2008,4260.203125,449.6928183,55.574,9.79,0.53,9.09,0.16,0,1.335384218,1.162754988,29.35977424
Ukraine,UKR,2008,19844.84961,3891.037823,68.25146341,9.46,3.57,0.27,4.79,0.83,3.820162777,4.386091391,181.0343282
Uruguay,URY,2008,33237.64844,9062.312164,76.282,6.76,1.86,0,0.93,3.97,1.415979573,0.545207888,19.22158627
United States,USA,2008,103762.1172,48401.42734,78.03902439,8.74,4.54,0,2.76,1.44,2.840421537,1.495978551,26.09258442
Uzbekistan,UZB,2008,9142.772461,1082.286025,69.319,2.36,0.33,0,1.84,0.19,2.497850784,0.840930391,10.58178526
St. Vincent and the Grenadines,VCT,2008,25817.76953,6370.437886,71.914,6.92,2.37,0.13,4.1,0.32,3.265710494,0.914289366,59.75606138
"Venezuela, RB",VEN,2008,42486.37109,11227.23138,73.419,8.18,6.34,0.05,1.7,0.09,1.935926329,0.658341508,5.182510958
Vietnam,VNM,2008,7134.061035,1143.268575,74.777,3.58,1.44,0,2.12,0.01,1.519655812,1.440298547,9.595621735
Vanuatu,VUT,2008,7246.528809,2697.961375,70.152,1.18,0.33,0,0.57,0.28,1.228649881,0.566484045,10.6412958
Samoa,WSM,2008,29825.53516,3509.761499,72.288,3.97,3.65,3,0.27,0.05,1.11553687,0.562354972,6.67453255
"Yemen, Rep.",YEM,2008,21828.92578,1203.720733,62.888,0.04,0.04,0,0,0,0.69367534,0.451684317,3.885713972
South Africa,ZAF,2008,40086.34766,5695.05786,53.72,8.19,3.96,1.57,1.29,1.37,2.147400723,0.9395696,19.49627987
Zambia,ZMB,2008,7587.198242,1369.068249,53.749,2.12,0.48,1.31,0.3,0.04,2.330179229,0.998885474,36.04161775
Zimbabwe,ZWE,2008,2634.813965,325.6785703,49.337,3.56,1.47,1.67,0.38,0.03,2.342814889,0.98820345,45.32125159
Afghanistan,AFG,2009,6087.762207,445.8932979,60.754,0.01,0.01,0,0,0,0.75197847,0.449586167,7.880297378
Angola,AGO,2009,16421.3457,3347.84485,57.231,7.01,4.75,0.03,0.36,1.86,1.843018447,1.044818313,16.27087541
Albania,ALB,2009,26044.4043,4114.136545,76.281,5.79,2.08,0.11,2.3,1.3,1.895120922,1.239839776,5.345323605
Andorra,AND,2009,,43339.37987,,10.9,3.59,0,2.72,4.6,1.704162785,0.579926131,10.02807825
United Arab Emirates,ARE,2009,91178.55469,33072.57517,76.183,1.73,0.21,0.01,1.41,0.11,0.759099924,0.466618479,5.585602341
Argentina,ARG,2009,41504.48438,8161.306966,75.431,8.33,3.23,0.39,0.4,4.31,2.826873114,0.923713159,19.00288288
Armenia,ARM,2009,17517.42188,2993.832531,73.119,3.96,0.32,0,3.36,0.27,2.468378833,0.878453636,15.48218972
Antigua and Barbuda,ATG,2009,,13082.28166,75.247,7.82,2.94,0.27,3.29,1.32,3.118580416,1.0307572,51.41094971
Australia,AUS,2009,82159.39063,42742.99898,81.54390244,10.62,4.68,0.84,1.32,3.78,1.808752416,0.940770606,15.63781947
Austria,AUT,2009,87598.46094,47963.1794,80.33170732,11.3,6.2,0,1.7,3.4,2.896946879,1.007793911,35.66697562
Azerbaijan,AZE,2009,33363.36328,4950.294791,70.646,2.1,0.27,0.16,1.45,0.22,4.1695105,1.029965169,99.83825376
Burundi,BDI,2009,1742.009033,204.9446502,54.386,4.05,1.37,2.68,0,0,2.186376966,0.938744111,30.22436334
Belgium,BEL,2009,98279.54688,44880.57302,80.03414634,10.05,4.94,0.01,1.45,3.66,2.023884681,0.690408371,30.08096659
Benin,BEN,2009,4641.621094,793.45243,59.009,1.16,0.62,0.2,0.15,0.2,1.299670481,1.119185196,19.06328456
Burkina Faso,BFA,2009,3699.842041,552.7455521,56.376,4.55,0.46,3.86,0.14,0.08,1.291013189,1.124546938,22.06592692
Bangladesh,BGD,2009,6397.99707,681.1205368,69.759,0.01,0,0,0,0,1.835083878,0.942976531,7.070823044
Bulgaria,BGR,2009,34489.65625,6969.558557,73.41219512,10.93,4.03,0.04,4.84,2.02,1.994615809,1.201615906,9.962345931
Bahrain,BHR,2009,75929.5625,19356.67236,75.913,1.95,0.46,0.01,1.34,0.14,0.80651206,0.462222366,8.167387389
"Bahamas, The",BHS,2009,46058.54297,22037.10801,74.591,9.29,3.14,0.43,4.15,1.56,2.826726627,0.95532799,32.01876677
Bosnia and Herzegovina,BIH,2009,31090.79883,4701.334426,75.758,4.75,3.5,0.13,0.61,0.51,3.681666233,1.770421823,29.60499854
Belarus,BLR,2009,28527.4375,5176.26383,70.40731707,14.09,2.39,4.25,6.82,0.62,4.302120066,3.912934619,146.0497621
Belize,BLZ,2009,20471.53711,4258.788611,69.611,6.85,4.53,0.19,1.96,0.17,2.621106168,0.843991985,37.39315897
Bolivia,BOL,2009,11620.56934,1776.866476,65.847,3.87,2.94,0.02,0.69,0.23,2.203089603,0.758872922,27.50374377
Brazil,BRA,2009,29785.73633,8553.38047,73.488,7.33,4.15,0.03,2.76,0.39,4.072412123,1.303380828,44.82898211
Barbados,BRB,2009,31185.3418,15922.90013,74.811,8.46,3.15,0.17,4.25,0.89,2.138774682,0.83775431,13.22220175
Brunei Darussalam,BRN,2009,170475.875,27965.47504,76.699,0.25,0.18,0.01,0.05,0.01,1.117380686,0.413549929,2.098050452
Bhutan,BTN,2009,12382.53613,1770.234497,67.315,0.17,0.12,0,0.03,0.02,2.905622849,1.660644757,19.80783239
Botswana,BWA,2009,35410.39844,5185.729845,58.45,5.01,2.35,1.23,0.69,0.73,2.356804228,0.995848925,29.79726436
Central African Republic,CAF,2009,2259.269043,449.9601839,46.862,1.56,0.3,1.21,0.04,0.01,1.899480295,1.010823059,20.3719332
Canada,CAN,2009,77917.73438,40773.45436,80.94634146,8.4,4.2,0.2,2.1,1.9,2.014975212,1.118159015,22.25749818
Switzerland,CHE,2009,98359.76563,69927.46877,82.04390244,10.15,3.3,0.12,1.89,4.84,1.968490368,0.661978386,22.91589726
Chile,CHL,2009,45871.36719,10243.32824,78.32,7.67,2.32,0,2.5,2.85,3.434787271,1.366458493,25.27085792
China,CHN,2009,15201.92969,3838.433972,75.032,4.88,1.53,0,3.25,0.1,1.792858748,0.499616765,14.61859523
Cote d'Ivoire,CIV,2009,8117.103027,1217.749206,49.883,2.92,0.63,2.03,0.02,0.25,1.37509509,1.07187552,20.76782687
Cameroon,CMR,2009,6395.925781,1338.884377,54.996,5.89,2.71,3.1,0.01,0.08,1.405661603,1.213469946,27.38938968
"Congo, Dem. Rep.",COD,2009,1565.891968,292.6284114,56.35,2.13,0.56,1.37,0.02,0.17,1.734979103,0.98880247,15.72234242
"Congo, Rep.",COG,2009,14488.39746,2255.333119,59.452,3.47,2.86,0,0.34,0.27,1.845539385,1.103230035,17.85114732
Colombia,COL,2009,24099.04688,5148.422106,73.143,4.34,2.95,0.02,1.33,0.04,2.42456812,0.90701647,2.357299648
Comoros,COM,2009,6005.647949,778.5454199,61.475,0.17,0.04,0,0.1,0.02,1.958553213,0.898917215,19.26187786
Cabo Verde,CPV,2009,16855.58594,3444.5566,71.899,4.45,2.2,0,0.48,1.76,1.365883056,1.064077052,16.32145898
Costa Rica,CRI,2009,29279.91797,6809.396224,78.613,4.07,2.43,0.04,1.42,0.18,1.93213431,0.658108286,9.749219247
Cuba,CUB,2009,,5484.7763,78.833,4.01,1.59,0.02,2.33,0.08,2.462498301,0.855334037,33.84815474
Cyprus,CYP,2009,51443.72266,32105.8159,79.245,10.8,3.68,0,4.52,2.59,1.549462201,0.574818275,6.062599157
Czech Republic,CZE,2009,58873.11719,19741.59763,77.07804878,13.23,7.03,0,3.8,2.4,1.858113932,1.253997172,27.66427391
Germany,DEU,2009,83010.6875,41732.70725,79.83658537,11.22,6.13,0,2.08,3.01,3.181838074,1.04965494,46.71419772
Djibouti,DJI,2009,7194.539063,1253.657431,59.865,0.49,0.21,0,0.21,0.07,1.996379064,0.889193724,17.66414439
Dominica,DMA,2009,,6866.224899,,7.45,0.43,0.05,6.35,0.63,2.707218852,0.928877577,38.73567282
Denmark,DNK,2009,86288.1875,58163.29359,78.59756098,10.08,4.13,0.05,1.52,4.38,2.711853175,0.871252875,102.4582583
Dominican Republic,DOM,2009,25790.76953,4952.677503,72.498,6.05,3.19,0.07,2.65,0.15,2.172981593,0.853510184,14.90835722
Algeria,DZA,2009,45966.99219,3868.83123,74.374,0.5,0.2,0,0.04,0.28,0.71980842,0.465580414,3.190850016
Ecuador,ECU,2009,21124.72656,4255.565701,74.859,3.87,2.62,0.02,1.19,0.04,2.537720359,0.75178734,34.09400629
"Egypt, Arab Rep.",EGY,2009,31732.32227,2291.667062,70.167,0.21,0.12,0,0.06,0.04,0.698838192,0.460642496,2.558649035
Eritrea,ERI,2009,3218.841064,430.7544499,61.591,0.63,0.41,0.22,0,0,2.109179729,0.92656937,26.9409479
Spain,ESP,2009,78613.46875,32334.00548,81.47560976,9.99,4.98,0.19,2.73,2.09,1.328322868,0.439301498,6.158633191
Estonia,EST,2009,49554.84375,14726.31828,74.82439024,15.04,5.68,1.76,6.19,1.41,4.767833332,4.053558014,167.425492
Ethiopia,ETH,2009,2236.226074,379.7566385,60.643,1.17,0.32,0.78,0.06,0.01,3.319570687,0.752786082,28.5877403
Finland,FIN,2009,84040.5,47107.15571,79.7195122,9.96,4.54,1.25,2.49,1.68,4.663905914,1.432137626,98.21719845
Fiji,FJI,2009,19895.14648,3369.408247,69.087,2.31,1.34,0,0.95,0.02,1.040180518,0.565001923,2.565963719
France,FRA,2009,86930.92969,41631.13141,81.41463415,11.8,2.2,0.2,2.7,6.7,2.304821704,0.82229568,43.78246398
"Micronesia, Fed. Sts.",FSM,2009,,2693.023278,68.484,2.06,1.18,0,0.85,0.03,1.24874741,0.56548077,11.23704933
Gabon,GAB,2009,60361.19531,7603.660223,62.247,8.64,6.08,0.02,1.59,0.94,1.963525109,1.099607421,20.02723908
